helping,0.08603433734180316
director,0.10954637359050436
place,0.11778303565638346
one,0.13366238633105781
try,0.160142309495525
kids,0.160142309495525
good,0.1601423094955252
family,0.17304571433143295
morning,0.20798644640375688
initiative,0.2195657299663257
supermarkets,0.2195657299663257
coral,0.2352943690967224
divers,0.23876032067771125
honduras,0.24148633934464367
far,0.24148633934464367
son,0.24307776621502694
north,0.24307776621502694
lets,0.24307776621502694
forward,0.24307776621502694
serve,0.24307776621502694
activity,0.24307776621502694
para,0.24307776621502694
updates,0.24307776621502694
executive,0.24307776621502694
soon,0.24307776621502694
tourists,0.24307776621502694
diving,0.2530884220049694
eyes,0.25335912009886413
many,0.25817840653481294
week,0.2619250038054673
also,0.2636970534177627
set,0.26835589413575783
municipality,0.291867930384459
hard,0.29367370212004756
know,0.29591873451766
24454208,0.29591873451766015
received,0.29591873451766015
efforts,0.29591873451766015
things,0.300326839367577
front,0.308625642182272
sharing,0.3091778886560129
barefoot,0.3091778886560129
islands,0.313818268212515
site,0.31559431149836525
getting,0.31718573836874886
open,0.3194307707663612
local,0.3199830172401022
people,0.3256810383547399
appreciate,0.32664414768495026
thats,0.32664414768495026
money,0.32664414768495026
business,0.32664414768495026
thought,0.32664414768495026
sargassum,0.32664414768495026
enough,0.3271963941586913
shop,0.33734876562270927
way,0.34243875015255276
beautiful,0.3431612247720095
either,0.3468468550024699
working,0.34839860180929433
protect,0.34839860180929433
happy,0.34839860180929433
feel,0.3499859557879358
information,0.36086080187141056
park,0.3620486825256147
made,0.36486536050514806
talk,0.37371640979358395
shows,0.37371640979358395
side,0.37371640979358395
activities,0.37371640979358406
america,0.3759614421911965
always,0.3759614421911965
ready,0.3759614421911965
care,0.3759614421911965
go,0.3759614421911965
guanaja,0.3956370191719018
situations,0.3956370191719018
term,0.3956370191719018
completed,0.3956370191719018
den,0.3956370191719018
33928340,0.3956370191719018
jump,0.3956370191719018
22nd,0.3956370191719018
methods,0.3956370191719018
conservationists,0.3956370191719018
dump,0.3956370191719018
wsorc,0.3956370191719018
plastics,0.3956370191719018
cut,0.3956370191719018
collaboration,0.3956370191719018
stakeholders,0.3956370191719018
throughs,0.3956370191719018
hri,0.3956370191719018
regret,0.3956370191719018
something,0.3956370191719018
friend,0.3956370191719018
said,0.3956370191719018
easter,0.3956370191719018
purchasing,0.3956370191719018
female,0.3956370191719018
conjunction,0.3956370191719018
1300,0.3956370191719018
nice,0.3956370191719018
mercury,0.3956370191719018
bank,0.3956370191719018
recyclables,0.3956370191719018
professionals,0.3956370191719018
picking,0.3956370191719018
schedule,0.3956370191719018
