Information,Here is the updated version of all the dive moorings between Crawfish Rock and West Bay. This should help dive masters and instructors knowing which site is which. All moorings purchased by Gold Individual members will have the name engraved on them .
Information,"We have several recycle receptacles ready for use so if any of you are interested, please contact us and we can try and arrange delivery"
Action,Last Day! Get in your submissions by midnight today!
Information,Unfortunately everyone is affected by climate change!
Action,Photo competition ends tomorrow. Hurry and send your photos to photosrmp@gmail.com
Community,Amanda Walkins thanks! Will you please ask them if they see it again to let us know right after so we can go search... unfortunately he can be any where after a couple of hours :/
Community,Amazing people doing amazing things!  When we stick together incredible things can happen!  Thank you Anthony Davis and Scuba Diving Heroes for the nomination and recognition!
Information,Chromodoris kempfi (Purple Crowned Sea Goddess)
Action,"Buy your 2011 RMP calendar today. We can ship to the US, Canada and even Europe if you don't mind waiting till Januatry. Please email us on info@roatanmarinepark.net for more information"
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses within the SBWEMR between January and May 2014. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservational message, we would be unable to continue protecting Roatan's reefs"
Action,"9 of us headed over to Camp  Bay last Friday -- caught some lionfish and enjoyed snorkeling in beautiful water...\n\nSign up for the next lionfish huntathon! Friday, July 2nd, we'll be going to Oak Ridge. 300 lempiras includes snorkel/spear equipment, drinks, and transportation. Expect to pay for lunch! Van leaves at 8:30am from the Marine Park office, we'll be back around 3 or 4pm. \n\nContact the marine park office (504) 445-4206 or 9841-4693."
Information,We are not giving out photographer's names as we want all judging to be objective! By the end of July all judging should be completed and we will be happy to share that info with you then!! :)
Information,"To all our supporters, members and followers, you might have noticed that only some of the trash was picked up yesterday/today! We apologize for this as they did not expect the quantity of bags that we had waiting for them when they showed up! Hopefully it will all be taken away in the next couple of days!!"
Action,Our annual photo contest is a great time for avid photographers to send in their best underwater photos and have the chance of their photos appearing in a calendar
Information,These were thrown back into the ecosystem! \nWhen we have large quantities that are in good condition we will donate them to the orphanages!
Community,Will anyone that is shopping at Eldon's Supermarkets please take a photo of the plastic bags they are now giving out again!
Community,Check it all out at: \nwww.earthhour.org
Community,Good question. We will ask our colleagues if they have ID'd any in their gut analyses!
Community,You will receive a confirmation email tonight. Thanks for your submission :)
Information,"This is so sickening... makes you think about all the plastic you use on a daily basis, all the things that we 'throw away' but, where is ""away""? "
Community,Let see how we do on captions... Caption Needed! 
Community,Thank you for all of the photographers that took time out of their precious days to send us your great photos!\n\nWe will open up voting for our BEST FIND category on Friday! Voting will be open for one week and your votes will determine the winners of that category!
Community,"Yes, very much so! \nIf you can please inbox us or call Christi 32891213 for more information!"
Community,"This is an incredible video of brave conservationists and the product of ""smart"" poachers off of Tela on the North Coast of Honduras. \n*WARNING* Not for sensitive eyes or ears but we have chosen to share due to the efforts made by a few caring individuals and the big Green turtle that was saved."
Community,"Great hour of work this morning, Thanks to the group of High School environment studies students from Minnesota for making the decision to make a difference!Together with them and their favourite diveshop Native sons we picked up everything from recyclables to plastic bags to diapers and razors! Proud of you guys and we just met you this morning"
Information,Bay Islands Coastal Clean Up with the public school in West End... 91 bags and sacks of trash and recyclables...
Community,Can you see his mouth on the right side?
Community,Placencia Seaweed Farmers they are doing a great job over in Belize! Maybe one day we will expand to include seaweed! :)
Community,http://www.ecohustler.co.uk/2014/01/27/biggest-ever-whale-shark-slaughterhouse-uncovered-southeastern-china/
