Information,"With funding from a grant from NOAA, we have been able to license  more locals to hunt lionfish legally. These are guys from French Cay who have new spears and licenses so they can do their part in reducing lionfish numbers around the island. If you are in interested in getting licensed, please contact us"
Information,"Just a little background in the baby sea lions that were washing up on the beaches of California. The west coast of the Us, Canada and Mexico...And more than likely Guatemala, Honduras, El Salvador, Nicaragua and Costa Rica; will start to feel the effects in 2015!"
Information,"Here is the total income brought in from all the dive shops and resorts for the first 6 months of 2012, including tag and bracelet sales, memberships and donations. Well done to all the businesses who have brought in lots of funds.\r\n If you dive regularly on Roatan let your dive Centre know you appreciate them helping protect and conserve Roatan\xb4s beautiful Reefs.\r\n Remember your voluntary fee helps keep up the marine infrastructure the divers rely on safe and helps us continue our extensive education programs. \r\nWe need everyone's support more than ever. \r\nThank you."
Community,"Thanks Suzy Espinosa... We have them in Purple, Blue and Khaki (Beige) all available in our Eco Store in West End!!"
Action,"Together we are strong... divided we fall.\n\nThe Honduran Navy stationed here, that patrol with us, has asked us for help. They are lacking basic kitchen supplies that cause them to regularly share drinking cups and eat with their hands.  \nWe are asking for your help with donations for their kitchen. \n\nThis is what they need but im sure they would be grateful for anything!\n\n2 big plastic tubs for mixing masa (dough)\n30 sets of silverware (spoons, knivesand forks)\n\n10 breakable plates\n15 plastic plates\nCoffee socks\nColander\nGrator\nBig spoon\n\nPlease drop any donations off at the RMP office and THANK YOU in advance."
Community,We have been trying and will continue to try!
Community,Awesome Villagio Verde... congrats on becoming a member of gobluecentralamerica.org :)
Community,Thanks Davin
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses outside the SBWEMR between January and March 2015. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reefs"
Information,"These signs are, at the moment, just for West Bay! After having over 30 signs from the beach disappear in the last year we will be placing these on the beach in the morning and removing them in the afternoon. We will be able to set them more permanent once we get people to take care of them."
Action,Tonight at Bananarama
Action,"It\u2019s that time of year again for the RMP underwater photo competition. You are invited to send 6 photos which can fall within any of the 6 categories. They must be taken by you, here on Roatan and underwater. Please attach a location, name and category for each photo submitted. The deadline is July 15th and all submitted photos will be available for viewing on facebook. The Best Find category will be judged by \u201cyou\u201d on facebook with the most votes winning that group. All other categories will be judged by independent adjudicators and the winners will appear in the 2014 RMP calendar."
Action,"These photos are displayed in our calendar, available at the Roatan Marine Park Eco-Store in West End, Roatan"
Action,Our annual photo contest is a great time for avid photographers to send in their best underwater photos and have the chance of their photos appearing in a calendar
Action,"The RMP along with the Port Captain are having meeting tomorrow at 3:00pm at El Boske with ALL BOAT CAPTAINS!! WATER TAXIS/DIVE SHOP CAPTAINS/ and EVERYONE THAT DRIVES A BOAT and WORKS WITH TOURISTS!\n\nWe will be discussing \nThe Guidelines and Best Practices of Diving (the boat side of the manual), Captain/Sailor Certification, Boat Registering and Certifications and Minimum Security Measures that they must all have! \n\nIf you know anyone that works with tourists and/or on a boat please let them know! \n\nWe understand that 3 is normally too early for diveshops but for those of you that can make it please do as, 4 is too late for water taxis and we are trying to get to everyone!\n\nATTACHED IS THE OFFICIAL LETTER!"
Community,Photo of the week!!
Information,"Last Friday we made a little dent in the amount of trash/plastic/ crap that is in this bay. We unfortunately were not enough to make a huge impact on the sheer quantity of it on the beach even though there were 50 of us! \nThank you to Diamonds International for helping out with this feat, it wasn't easy and it's no where near finished but we made a little difference! \nTo make it interesting the RMP did a presentation before the cleanup and  split up into teams and had a scavenger hunt during the cleaning. Among the things we needed to find were 14 shoes (flipflops), a ball, 3 toothbrushes, a piece of net, 6 pack rings and others!"
Information,"Our Park Ranger based out of Coxen Hole who is responsible for patrolling the Cordelia Banks came across a net spanning several hundred feet between the airport and Dixon Cove. Sadly within the net there were 2 nurse sharks, so badly decomposed that they are barely recognizable. One more net out of the water which is to be added to the bonfire taking place at the end of the week"
Information,"We were able to install 4 fishing moorings around Cordelia Banks. Part of an extensive marine infrastructure funded by CORAL and Port of Roatan, the RMP has also installed snorkel moorings and demarcation markers."
