Community,"Recreovilla is a Municipal Initiative designed to get kids active and learning about their community! This year we were in charge of education and activities! Thank you to the Bomberos for helping out with the races and keeping everyone safe! Thank you to The New Roatan, the Fuerza Naval, the Policia Preventiva, Zolitur, Copeco and Janet Wood. It was a great day and the kids had a blast!"
Community,Vintage Pearl has also confirmed that they will be joining in
Information,"For all Visitors and Residents alike that have been and would like to swim with the Whale Sharks. And for the dive professionals around who have decided that it is ""OK"" to touch these sensitive creatures We would like to remind everyone about the LAWS of Whale Shark swimming :) Please be on the look out for these posters in a diveshop near you! If you would like a poster please contact us @ info@roatanmarinepark.net!"
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses outside the SBWEMR between January and July 2014. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reefs"
Information,"Key West, Florida, USA"
Information,"Hello to all our supporters,\n \nThe RMP will like to inform you about the progress and activities that the RMP is working on to help protect our reefs:\n \nNicholas Bach\n \nDirector if infrastructure and communications\n \nActivities Accomplished: \n\nWork with mechanic on having the 140hp Engine \n\nOperational to patrol SBWE \n\nCollect fuel for boats\n \nClaro- Cel Phone Plan for RMP guard coasts, that way they will always have credit to respond to Emergency calls\n \nConduct Lionfish Workshops\n \nWork on Budget for Marine Infrastructure activities - MARFUND-KFW Project: \nThe ""Conservation of Marine Resources in Central America"" Project is a project within the framework of the bilateral cooperation between the Mesoamerican Reef region and Germany, executed by the Mesoamerican Reef Fund (MAR Fund-Fondo SAM) and co-financed by the Federal Republic of Germany through the Kreditanstalt f\xfcr Wiederaufbau (KfW) (German Development Bank).\n \nTry and Resolve Internet and Email Problems\n \nMeet with Giaco to discuss Park Rangers and Patrols\n \nConduct Lionfish Workshop\n \nMeeting with Eldons to sign MOU for Bags for Life \nCampaign: the campaign consists in distributing recycled bags or other alternatives to plastic to reduce the use of plastic\n \nDiscuss Grant Proposals\n \nChristi Etches \n\nDirector of Community Development\n \nActivities Accomplished:\n \nPreparing 2012 Operational Plan for Marfund - KFW Project\n \nReforestation in Punta Gorda with Diamond International\n \nRestaurant Inspections with new Digepesca Inspector: In the lobster season the RMP has supported Digepesca on their annual inspections, held around the restaurants of the entire municipality of Roat\xe1n\n \nMeeting in MASPLESCA in French Harbour: Discuss the issues and inform fisherman from Central America about the upcoming Law regarding Diving for Spiny Lobster in Honduras.\n \nMatra Macpui \nAdministrator \n\nPreparing 2012 Operational Plan for Marfund - KFW Project\n \nGEF- PMAIB Preparing the Five Year Final Report for Banco Interamericano de Desarrollo\n \nClaro- Cel Phone Plan for RMP guard coasts, that way they will always have credit to respond to Emergency calls\n \nQuick Books Installation: In order to guarantee the Eco - Store\xb4s financial sustainability and the transparency of its funds. \n\nMeeting to define the SBWE demarcation process: Agreement between SETUR, ICF, SEDENA, SAG and RMP for Cooperation and Coordination for the physical demarcation with bouys and signs for the National Marine Park throughout the Bay Islands\n \nDefining Calendar graphic, Stickers, Bags for Life Campaign Banners\n \nMeeting with Eldons to sign MOU for Bags for Life Campaign\n\nThanks for your support\nRoatan Marine Park, Working together to save Roatan's reef!"
Information,"Chart showing user fee sales and membership payments from dive shops outside West End, West Bay and Sandy Bay"
Community,"is you look at the entires for this years photo competition, you'll see a few nice shots of some gurnards in action"
Community,From this angle it's hard to tell. But he is a well known instructor and we hope that he would touch a turtle no for reason and send the photo to us.
Community,One of the 6 different radio spots we have on Radio Karakol!  Please be sure to tune in and listen!! \nhttps://soundcloud.com/roatanmarinepark/isla-de-roatan-marine-park-spanish
Community,"It may have been awhile since you have seen it, or maybe it's the first time...but check out the Roatan Marine Park video on the Roatan Travel Network \nhttp://roatantravelnetwork.com/roatan-marine-park/"
Information,"A quick note regarding the graph, checks from Cocoview were received just before and just after January so though it appears that they do not support, they certainly do!"
Action,These are the bags that will be given to the first 5 people to bring in a bag of marine debris!
Action,Lionfish licensing taking place this afternoon in Half Moon Bay. Please be there 4pm sharp to participate in the workshop. Become a trained hunter and do you part in conserving Roatan's reefs
Information,Take advantage of slow season!!
Information,"The graphs simply show amount generated through membership and user fee sales. Obviously there will be a difference between the large resorts and the smaller shops. Some shops make the user fee mandatory, others sometimes offer it to their guests, while sadly a few do not mention the fee. Comparing % of divers who buy the fee would be a more precise method of measurement but that would be an impossible figure to acquire"
Action,If anyone out there is wondering how they can help out but do not necessarily know how we are currently in need of 5 boxes of latex gloves and at least 5 bales (fardos) of barrel size plastic bags for an upcoming island wide cleanup. \nWe know that plastic is not the best option so we are also looking for realistic alternatives. \nWe will need at least 500 so if anyone has sacks or any other solutions please feel free to drop us a line!
Action,This a new project we are starting with the community of Corozal and will be selling the products in our Eco Store in West End :)
Community,"We would like to thank our latest Individual Gold Members K. R. Prabha and Unmesh Wankhede who purchased a new site ""R & R's Easel"" which is located in front of the 3rd pallapa close to Pablos on the south shore near West Bay"
Action,"Has everyone got their 2015 black wristband or token yet? We are going to be sending some to the US soon, so if you are interested please email us to info@roatanmarinepark.net or drop into our ECO Store today! By buying these you are helping to protect the reef. Your contributions are really appreciated. Thank you!"
Community,"Roatan Marine Park Glenn Burkett The Bay Islands Responsible Seafood Guide is exactly that! It promotes responsible consumption of seafood. It is not illegal to stock up on lobster and conch, if fact that is what the program asks of all it's members to avoid illegal fishing out of season."
Community,We want to thank the Port of Roatan for donating to the RMP a brand new Yamaha 115hp for our Chelsea Boat that patrols the area of Cordelia Banks. This donation will improve our patrols and bring safety and efficiency to our patrols and ranger. Thank You
Community,We were waiting on you to bring them!! :P
Community,"Well, He is at it again!\nOur Director, Giacomo Palavicini, is in Guatemala building conservation bridges, specifically for sharks and rays. These bridges can only make conservation efforts throughout the region more efficient.\nBravo Giaco! Thank you for always going above and beyond!"
Community,Soon we will be starting with our in school presentations with Climate Change and our Oceans as the topic! \nHere is a really cool website for the kids to get them involved and understanding this topic! We recommend playing the Climate Trivia to test your knowledge :) \nhttp://climatekids.nasa.gov/
Action,"Check back regularly to see the submissions for this year's photo competition.  Winners will be announced in August and featured in the 2010 RMP Calendar, which will be available in late Sept. \n\nNames of the submitters will not be shown prior to judging so as to not bias the results."
Community,"Anyone on island  qualified to teach 7th-9th grade science, 10-11 grade Biology and Chemistry?"
Community,Happy Easter from the team!
Information,"We are so happy! We were notified that our official tax-exempt status was approved for ""Roatan Marine Park International, Inc""! We are now a US Non-Profit with Public Charity 501(c)(3) status! More information coming soon. :) :)"
Community,"Firstly we would like to thank all our supporters small and big. The only reason we have been around for almost 10 years is through local support. The reason why the ""user fee"" has never become mandatory by law as it would then be a tax and that money would be funneled directly to the Government and never make it back to the island. It is up to dive shops to promote the sale of the user fee to their customers who get to experience a healthy coral reef far superior to that of our neighbors"
Action,"Delicious Palmito (Palm Hearts) available NOW at our ECO Store! These are produced by a women's cooperative in Tela, supported by www.prolansate.org. So by shopping you aren't just supporting us and our conservation efforts, but a whole lot more. Plus they are so  tasty you have to try them, quick before we eat them all ourselves. Great in salads or even straight out of the jar :)"
Community,Roatan Best Island Tours it was out and hunting during the day! Donna Pieracini was definitely in the right place at the right time!
Action,Morning conservation world! :) \nWe are looking for anyone going up to the states to help out with mailing a small package to a group of students! \n\nPlease let us know if you or anyone you know can help out! Thanks in advance
Information,Bracelet and token sales from january and february from dive shops and businesses around the island. This does not include memberships or donations
Information,Sharpnose puffers scattered on the beach!
Community,And we will deliver them!
Community,Thanks Barbara we appreciate it!
Community,Thank you for supporting us by paying the marine park fee. Your support  goes a long way!
Community,Thank you to our great volunteers for all of their help making beautiful signs and patrolling our beaches. We were lucky to get some great artists this time! Thank you!
Information,We started the month with a successful operation in coordination with the Police. We where able to impound a 500 feet long and 8 feet tall gill net over craw-fish rock area.
Community,"Greg Puncher Sorry for the late response, but it was definitely targeting reef species."
Information,Final count on LIKES= 36
Community,"Caribbean Cup Opening Ceremony and Lionfish Cook-off \nAre you hungry for a big fat juicy hunk of lionfish? Well then this is where you want to be!\nDon\u2019t miss out! \n\n6PM May 24th at San Simon, West Bay\nFirst come, first serve! \n\nWe will have the best restaurants on the island participating for the coveted award of best lionfish!! \nTry one, try them all! Tickets start at only $2 each!\n\nWe are proud to announce that the restaurants this year are all members of the \nBay Islands Responsible Seafood Guide! \nCome taste the cuisine of Cannibal Caf\xe9, Buena Vida, Turquoise Bay, and the reigning champs Mayan Princess... among others!"
Community,There are normally a couple course directors there and a few resorts but there won't be anyone from the Roatan Marine Park.  We are open to representing if there is a possibility to do so! :)
Community,"Good Morning Tim, We will deliver your box of cups. Where and when would be the most convenient for you?"
Community,Daryl Hales this is a Caribbean Reef.
Community,FINconceivable; What happens when sharks disappear? 
Community,He is the newest like to our page as well!! :) Coincidence??
Information,"Normativa tip of the day, EVERY BOAT CAPTAIN IS TO BE FIRST AID AND CPR TRAINED!!!!!!  \nDon't forget to read the normativa dive rules for the national marine park for the complete list!'"
Action,Are you curious to find out if your photo made the calendar? WAIT NO MORE...  We are pleased to announce that we will have our CALENDAR LAUNCH Roatan Oasis next Thursday September 26th! We will start with drink specials from 5PM! Be on the look out for the event invitation :)
